Quantity,UnitPrice,TotalPrice,InvoiceHour,InvoiceDay,WillBuyNextMonth
34,3.202083333333333,101.35000000000001,13.0,17.0,1
502,2.13875,773.66,10.40625,23.21875,1
173,4.576875,318.23,15.0,26.0,1
209,2.0758208955223885,288.9,14.0,14.0,0
141,2.5020000000000002,237.91,15.733333333333333,25.8,0
238,3.6885,460.34999999999997,12.8,12.0,1
128,1.65,211.2,10.0,7.0,1
2310,2.285,3160.84,13.0,17.0,0
600,1.65,990.0,9.0,5.0,1
59,3.8699999999999997,113.79,13.0,7.0,1
32,4.1450000000000005,111.68,11.0,19.0,0
7,7.158333333333332,45.5,16.0,26.0,1
283,3.564054054054054,635.19,13.0,16.0,1
46,2.0700000000000003,76.34,10.0,18.0,0
204,0.96,153.72,12.0,12.0,0
50,1.95,97.5,12.0,26.0,0
56,4.469230769230769,199.6,12.0,30.0,0
102,3.643125,308.78000000000003,13.0,16.0,0
387,2.3716129032258064,562.54,12.0,10.0,1
232,1.6827272727272728,331.72,14.0,5.0,0
277,3.75234375,776.23,12.0,23.0,0
640,3.9584615384615387,1675.52,13.0,4.0,1
119,4.390625,307.95,11.0,16.0,0
215,5.230357142857143,462.75,9.0,30.0,0
86,3.2866666666666666,162.63,11.0,13.0,0
11886,3.813448275862069,52681.27,12.362068965517242,6.887931034482759,1
747,2.9095053763440863,1878.85,13.666666666666666,15.5247311827957,1
87,2.3638709677419354,326.36,12.0,2.0,1
338,2.772673267326733,634.03,13.0,30.0,0
996,2.8341666666666665,1864.48,11.685185185185185,23.61111111111111,0
379,3.060416666666667,861.85,13.0,1.0,0
233,2.222962962962963,426.59000000000003,8.0,29.0,1
885,3.7456,2552.79,12.0,11.0,1
168,1.994929577464789,239.62,14.0,9.0,0
79,3.22,101.09,11.0,6.0,0
679,3.2917721518987344,1300.15,13.0,5.0,0
87,2.3600000000000003,139.77,14.0,19.0,0
418,2.4744871794871792,732.36,12.0,21.0,1
192,0.85,163.2,13.0,23.0,0
172,1.9730769230769232,258.1,14.0,3.0,0
256,2.55,652.8,11.0,1.0,1
368,2.2097260273972603,678.84,13.917808219178083,19.972602739726028,1
360,3.152162162162162,921.4,11.0,13.0,1
217,3.833888888888889,406.54,14.0,24.0,0
70,4.5485,221.13,12.0,16.0,0
584,3.245569620253164,1160.09,11.873417721518987,7.3924050632911396,1
183,4.138148148148148,425.89,14.0,15.0,1
209,1.88,335.11,10.0,9.0,0
382,1.63,399.18,10.0,10.0,1
1,15.0,15.0,12.0,6.0,0
199,2.29,301.88,15.0,16.0,0
83,3.7339999999999995,542.03,13.0,15.0,0
160,4.8525,712.23,16.0,14.5,1
172,5.7675,386.32,15.0,2.0,0
150,10.95,1642.5,12.0,27.0,1
100,2.2555555555555555,159.20000000000002,12.0,4.0,1
126,4.059473684210526,396.06,12.0,1.0,1
1553,409.753,11496.51,11.4,14.6,1
159,1.8806666666666667,228.25,14.0,26.0,0
108,7.903571428571429,304.3,12.0,26.0,0
239,1.6842857142857142,249.76,12.0,22.0,1
169,3.6034615384615383,539.59,12.0,20.0,0
313,1.6372222222222221,327.67,9.0,20.0,0
67,2.8463333333333334,131.83,11.0,2.0,0
149,3.55,307.55,15.0,10.0,0
88,3.8833333333333333,318.8,12.0,22.0,1
272,4.781818181818182,732.34,13.0,12.0,1
240,1.4416666666666667,319.08000000000004,9.0,6.0,0
67,4.866666666666666,190.48000000000002,12.0,14.0,0
240,2.07,495.36,12.0,7.0,0
70,3.295,105.06,13.0,25.0,0
64,1.69,108.16,12.0,8.0,0
101,2.8145,188.83,14.0,29.0,0
62,3.941,250.32,10.9,4.7,1
121,2.649736842105263,208.46,15.0,3.0,0
289,2.4948387096774196,515.71,13.516129032258064,14.838709677419354,1
166,2.545151515151515,246.51,16.0,8.0,0
56,1.5459999999999998,86.0,14.0,8.0,0
224,3.404375,497.98,14.125,12.75,1
1,3.75,3.75,15.0,22.0,0
208,2.778139534883721,511.84,13.0,19.0,0
1,114.89,114.89,17.0,26.0,0
198,1.85,401.40000000000003,13.0,25.0,0
495,0.9123529411764706,337.57,12.0,23.0,1
335,1.3452173913043477,287.15000000000003,12.0,12.0,1
51,3.7361904761904765,149.31,12.0,30.0,0
224,4.025833333333333,453.75,16.0,14.0,0
130,2.5746428571428575,330.46,11.0,2.0,0
196,2.555333333333333,278.43,13.0,12.0,0
71,3.6461904761904758,177.63,13.0,1.0,0
650,1.852142857142857,830.06,9.0,5.0,0
151,5.029411764705882,472.85,11.0,27.0,1
264,1.09,272.4,12.0,2.0,0
316,0.5681818181818182,133.68,10.0,21.0,0
1,4.25,4.25,6.0,18.0,1
200,1.65,330.0,14.0,2.0,0
396,1.9572727272727273,363.56,17.0,4.0,1
443,5.307222222222222,1172.9,12.333333333333334,12.666666666666666,1
108,1.533,127.02000000000001,12.0,12.0,0
396,1.553,583.24,9.0,3.0,1
632,2.4048979591836734,1171.02,11.816326530612244,18.53061224489796,1
2202,2.8987254901960786,3881.09,8.764705882352942,14.382352941176471,1
492,2.2616666666666667,1046.04,13.0,21.0,1
128,4.106923076923077,215.65,16.0,10.0,0
589,1.9685185185185183,624.4300000000001,10.0,24.0,1
378,2.028,643.86,13.0,22.0,0
209,1.5853333333333335,212.47,12.0,16.0,0
169,2.1028813559322037,189.34,15.0,13.0,0
200,2.975,327.2,12.0,11.0,0
116,2.2916666666666665,188.4,12.0,16.0,0
85,2.55,216.74999999999997,14.0,29.0,0
39,7.621153846153846,265.25,13.0,14.0,0
119,2.4261538461538463,248.39000000000001,15.051282051282051,17.0,0
131,5.306,307.73,12.0,16.0,0
297,2.685283018867924,484.07,16.0,22.0,1
489,1.3159459459459462,272.02,13.0,14.0,1
11078,1.8833333333333333,16058.6,11.166666666666666,8.633333333333333,1
53,4.027777777777778,161.13,11.0,12.0,0
29,3.6615789473684206,119.8,13.0,2.0,0
140,3.9038461538461537,309.8,15.0,1.0,0
244,3.787368421052632,567.72,11.052631578947368,22.05263157894737,0
311,3.7363265306122453,697.38,13.428571428571429,15.714285714285714,1
119,3.789285714285714,424.55,16.0,11.0,0
304,2.303478260869565,334.72,12.0,4.0,1
144,2.5700000000000003,252.42000000000002,11.0,11.0,0
302,5.3999999999999995,1092.9,16.0,11.0,1
305,2.365217391304348,427.85,8.0,25.0,1
137,3.2353968253968257,347.41,11.777777777777779,15.095238095238095,1
693,5.360862068965518,1368.48,14.0,22.0,0
67,5.403571428571429,264.05,13.0,12.0,0
1024,2.818076923076923,1895.3799999999999,10.0,9.0,1
294,1.2461111111111112,307.90000000000003,15.0,30.0,0
84,2.936923076923077,210.18,17.0,29.0,0
192,2.6972727272727273,310.44,14.0,7.0,0
582,2.2070833333333333,801.66,15.0,22.0,0
12,2.95,35.400000000000006,15.0,5.0,1
160,3.1277777777777778,364.8,8.0,1.0,0
428,2.104375,642.2,10.0,3.0,0
2117,1.4004444444444446,2564.89,12.88888888888889,14.444444444444445,1
22,5.623571428571429,114.14,13.0,6.0,1
41,3.5700000000000003,124.75,14.0,14.0,0
122,2.7654545454545456,200.32000000000002,14.0,18.0,1
210,5.1499999999999995,881.7,10.181818181818182,9.363636363636363,1
420,1.9916666666666665,810.6000000000001,9.0,16.0,0
145,3.131111111111111,294.39,12.5,17.0,1
330,1.7426315789473683,343.78,17.0,7.0,0
621,3.1809890109890113,1768.31,16.186813186813186,19.53846153846154,1
863,1.7791379310344828,1152.28,10.793103448275861,18.655172413793103,1
251,2.3541176470588234,301.73,14.0,22.0,1
996,2.9645833333333336,1815.28,12.0,11.0,1
1132,1.155,1282.0,11.0,8.0,1
62,2.872,159.9,12.0,19.0,1
558,1.52125,806.1,15.0,19.0,0
162,2.591111111111111,303.45,17.0,8.0,1
206,3.8493827160493828,702.15,12.123456790123457,14.481481481481481,0
166,1.8088235294117647,317.34,10.176470588235293,15.647058823529411,1
191,2.901111111111111,367.33,9.0,5.0,0
428,4.161052631578947,966.6600000000001,14.0,8.0,0
877,2.411489361702128,529.73,14.702127659574469,21.4468085106383,0
79,3.407142857142857,181.54,15.0,9.0,1
415,2.99275,772.41,12.975,19.125,1
861,3.5778947368421057,1611.1100000000001,12.0,26.0,1
44,4.2875,166.60000000000002,8.0,16.0,0
434,2.3075757575757576,798.46,13.0,22.0,0
45,4.364285714285715,152.55,12.0,18.0,0
2488,1.1157894736842104,1442.32,13.0,20.0,0
189,3.7755,343.44,12.0,29.0,1
165,2.97,289.2,11.0,30.0,0
351,3.298285714285714,582.72,9.0,14.0,1
234,2.170714285714286,470.46,9.0,5.0,0
290,2.333076923076923,518.8,13.0,5.0,1
394,2.860178571428571,846.0500000000001,11.571428571428571,16.428571428571427,1
177,0.7033333333333333,93.47,19.0,14.0,1
430,1.8652173913043477,761.54,15.0,13.652173913043478,1
592,1.6964102564102563,613.91,15.0,27.0,0
342,3.0307692307692307,868.46,15.0,11.743589743589743,1
257,3.3568000000000002,385.81,9.0,26.0,1
629,1.5913207547169812,533.79,13.50943396226415,15.641509433962264,0
382,1.443125,356.67,12.0,12.0,1
44,6.05,230.2,11.0,5.0,1
285,3.64,595.1,9.0,18.0,0
408,2.637710843373494,551.05,13.46987951807229,16.63855421686747,1
324,1.6900000000000002,411.48,11.0,16.5,1
191,3.365,496.04,14.9375,15.625,0
974,2.9526,1758.52,12.94,13.99,0
108,1.2354545454545454,133.08,10.0,23.0,1
229,3.961578947368421,213.89000000000001,14.0,17.0,0
346,2.197246376811594,593.67,12.0,16.420289855072465,1
138,2.138974358974359,198.9,9.0,23.0,1
114,4.242857142857143,320.5,11.0,11.0,1
378,3.5481818181818183,565.74,16.0,18.0,0
380,4.7807692307692315,979.2,9.0,1.0,0
160,3.7170588235294115,436.08000000000004,9.0,19.0,0
292,3.471194029850746,426.67,12.0,23.865671641791046,0
303,3.712121212121212,766.12,16.333333333333332,12.0,1
349,5.2135,1092.13,12.0,2.0,0
322,1.498695652173913,312.49,14.0,5.0,1
113,2.3915384615384614,205.41000000000003,16.0,29.0,0
1422,4.764117647058823,4643.0599999999995,10.176470588235293,14.588235294117647,1
236,4.127826086956522,349.25,15.0,3.0,0
120,6.35,762.0,12.0,14.0,0
77,3.2125,107.7,16.0,4.0,0
1099,2.770918367346939,1992.95,13.877551020408163,13.387755102040817,0
144,1.871212121212121,119.92,16.0,16.0,0
115,6.283636363636364,489.23,9.0,2.0,0
629,1.8764583333333331,1009.9399999999999,12.0,15.0,1
154,3.3444444444444446,314.6,10.0,10.0,0
89,2.652857142857143,223.06,16.0,12.0,0
246,3.0785185185185187,416.86,9.0,30.0,0
132,1.8625,231.96,10.0,29.0,0
3089,2.238370786516854,4406.61,11.0,19.0,0
95,2.002794117647059,163.59,14.0,30.0,1
107,3.7223076923076923,308.67,15.0,14.0,0
230,3.74625,689.63,9.75,22.5,0
360,1.227142857142857,275.76,15.0,7.0,1
81,4.458928571428571,258.2,14.0,31.0,0
318,2.198,642.4200000000001,14.0,28.0,1
131,2.682777777777778,229.44,13.0,3.0,0
467,3.5285714285714285,1147.2,11.285714285714286,17.65714285714286,1
124,3.126,257.36,13.866666666666667,3.2666666666666666,1
253,2.663846153846154,476.90999999999997,12.0,16.0,0
142,4.243478260869566,380.0,9.0,11.0,0
166,3.3659090909090907,402.2,12.0,3.0,1
233,5.35625,772.43,9.5,13.0,1
81,3.135714285714286,204.15,11.0,27.0,1
215,2.2611764705882353,194.92000000000002,14.0,25.0,0
131,8.657272727272728,259.69,10.0,20.0,0
99,5.035,344.75,11.0,25.0,0
755,2.7162307692307692,1639.89,13.007692307692308,16.956410256410255,1
914,1.4263492063492063,834.22,13.0,21.0,0
436,3.3146153846153843,682.8199999999999,15.0,31.0,0
73,1.355,77.97000000000001,12.0,12.0,0
143,5.666666666666667,376.85,11.333333333333334,11.666666666666666,0
216,3.9796000000000005,224.67,12.0,4.0,1
241,4.521578947368421,677.0400000000001,10.0,2.210526315789474,0
168,1.6766666666666667,292.56,9.0,28.0,0
304,2.143181818181818,457.13,12.0,21.0,0
1236,2.0253260869565217,1394.8,11.5,15.521739130434783,1
80,3.5399999999999996,234.57,14.0,26.0,0
298,1.869298245614035,424.57,16.0,8.0,0
88,4.326923076923077,264.9,8.0,23.0,0
279,1.9857894736842108,324.86,14.0,24.0,0
108,1.431111111111111,147.18,14.0,18.0,1
116,5.752272727272727,361.6,10.0,10.0,1
31,3.91,103.65,10.0,28.0,0
70,1.95,136.5,11.0,3.0,0
53,4.314285714285714,250.95,13.0,9.0,1
307,2.1526666666666667,467.95,14.0,2.0,1
91,2.32,169.62,12.0,19.0,1
142,3.7431578947368425,301.14,10.0,24.0,0
568,3.7317241379310344,1030.65,11.0,16.0,1
379,1.3753846153846152,516.2900000000001,11.0,31.0,1
632,1.6514285714285712,973.8399999999999,13.0,18.0,0
374,5.221860465116279,618.28,17.13953488372093,22.72093023255814,1
27,5.54,129.15,15.0,29.0,0
178,0.8811111111111111,142.82,14.0,14.0,1
1296,0.25,324.0,13.0,21.0,1
610,2.4547368421052633,626.77,11.0,23.0,0
385,3.5971428571428574,645.65,11.0,18.0,0
117,5.422222222222222,617.25,15.0,1.0,0
9,19.950000000000003,284.55,13.0,25.0,0
455,3.3305660377358492,769.29,11.0,25.0,0
86,3.2018918918918917,304.72,13.0,28.0,0
44,2.9172727272727275,108.92,12.0,21.0,0
185,2.150625,235.07,15.0,22.0,0
160,2.4722222222222223,310.0,15.0,9.0,1
455,3.6952542372881356,898.7900000000001,12.440677966101696,11.966101694915254,0
80,1.655,98.88,12.0,23.0,0
576,3.0031481481481483,878.98,14.0,27.0,1
272,1.26,306.72,9.0,5.0,0
348,2.035862068965517,535.38,8.0,3.0,1
25,4.866666666666666,89.55000000000001,12.0,5.0,0
1758,1.3925,1247.46,18.0,2.0,1
54,3.2376,122.53999999999999,12.0,9.0,0
185,1.9189473684210527,311.11,11.736842105263158,8.421052631578947,0
1200,1.65,1980.0,13.0,21.0,1
270,2.2335616438356167,460.39,13.0,4.0,0
131,2.080625,190.18,12.0,8.0,0
46,3.75,121.1,13.0,28.0,0
73,1.6916666666666667,129.13,12.125,1.2083333333333333,0
324,3.0920588235294115,560.67,15.0,10.0,0
218,2.296666666666667,324.94,18.0,25.0,0
5,2.8200000000000003,15.23,16.0,1.0,1
44,6.540000000000001,126.7,9.0,14.0,0
846,1.6421052631578947,1032.46,10.736842105263158,10.842105263157896,1
275,3.1946153846153846,428.68,16.0,27.0,0
126,3.4616666666666664,388.55,11.366666666666667,17.133333333333333,1
50,4.15,157.5,18.0,4.0,0
86,4.076153846153846,207.24,14.0,22.0,1
298,4.952592592592593,726.98,11.666666666666666,25.0,1
156,1.1115384615384616,208.1,15.0,15.0,0
73,4.3,307.05,16.0,12.0,1
77,4.3,194.55,14.0,16.0,1
164,2.43675,236.9,12.0,17.0,0
206,3.181052631578947,536.68,14.578947368421053,19.42105263157895,1
26,4.385,61.72,14.0,4.0,0
133,2.6141666666666667,155.93,10.0,18.0,0
186,3.007142857142857,597.3,12.0,10.0,0
672,3.0188636363636365,799.36,14.0,9.0,0
508,2.3899999999999997,892.6,12.0,21.0,0
216,3.947,508.79999999999995,10.0,3.0,0
150,2.4758333333333336,283.43,14.0,31.0,0
102,3.1253124999999997,166.42000000000002,11.0,13.0,0
166,3.824230769230769,399.79,14.0,28.0,0
149,2.900714285714286,211.75,14.0,7.0,1
458,2.7793939393939393,753.6600000000001,14.757575757575758,8.333333333333334,0
230,2.2195,308.21999999999997,14.0,16.0,0
269,1.9922222222222221,379.19,13.0,18.0,0
399,3.581153846153846,868.49,15.0,24.0,0
204,2.56765625,417.75,12.0,30.0,0
167,2.215,190.19,14.0,27.0,0
1412,2.192,2242.69,15.0,16.0,1
314,1.6405555555555553,375.26,14.0,21.0,0
354,0.9564999999999999,282.74,17.0,1.0,1
850,2.560581395348837,1630.06,11.162790697674419,6.1976744186046515,0
4,5.15,20.6,15.0,10.0,0
269,1.91625,405.76,14.0,17.0,1
60,5.754166666666666,187.10000000000002,16.0,2.0,0
602,2.2,941.8,12.0,8.0,1
1025,1.146923076923077,769.63,15.564102564102564,10.076923076923077,0
130,3.505625,262.18,9.0,24.0,0
109,2.522777777777778,179.41,13.0,18.0,1
290,2.295,625.1,14.0,26.0,0
361,2.1437037037037037,406.22999999999996,10.0,13.0,0
122,2.8453846153846154,199.38,16.0,25.0,0
412,2.7665,813.38,11.811111111111112,17.3,1
178,3.81,717.9,13.6,8.6,1
142,2.5385714285714287,222.32,13.0,26.0,0
57,7.01,222.63,11.692307692307692,8.76923076923077,1
166,4.1208,483.99,11.0,15.0,0
302,4.319166666666667,763.3100000000001,11.833333333333334,13.75,0
82,1.44625,91.14,13.0,31.0,0
243,2.2559016393442626,453.59000000000003,12.0,28.0,0
202,3.3908163265306124,630.0699999999999,15.918367346938776,21.244897959183675,1
58,5.031333333333333,213.03,11.0,30.0,1
818,2.2442307692307693,1738.24,15.0,13.538461538461538,0
346,3.4728205128205127,731.48,12.0,5.0,0
286,3.116043956043956,779.85,12.89010989010989,15.967032967032967,1
639,1.3618181818181818,513.77,12.0,25.0,0
118,3.07609375,314.05,10.0,7.0,0
123,5.758275862068966,511.34000000000003,13.0,10.0,0
201,3.245151515151515,342.61,15.0,13.0,0
213,4.074666666666666,489.73,14.0,11.966666666666667,1
602,2.9119343065693433,1177.4,13.671532846715328,13.054744525547445,1
388,2.259423076923077,586.19,9.0,26.0,1
1227,1.791818181818182,1804.03,12.636363636363637,13.0,1
266,1.289375,213.94,13.0,25.0,1
756,2.1630434782608696,1304.04,13.0,12.0,0
269,2.9373076923076926,427.7,12.0,19.0,1
177,4.54576923076923,447.52,14.0,19.0,0
170,2.266296296296296,232.79,11.0,11.0,0
454,2.8023076923076924,531.72,10.0,5.0,0
112,4.45,264.0,11.0,10.0,1
259,2.841764705882353,307.9,16.0,8.0,0
870,2.5,1094.2,12.0,5.0,0
337,3.2887500000000003,669.59,10.0,25.0,0
692,2.660748031496063,1277.61,13.047244094488189,15.31496062992126,1
233,4.164375,556.21,10.0,22.25,0
73,1.9427659574468086,117.37,12.0,25.0,1
258,1.3633333333333333,313.86,15.0,13.0,1
324,3.2399999999999998,560.72,10.0,25.0,1
240,3.106521739130435,424.66,13.0,25.0,0
24,5.116666666666666,81.19999999999999,9.0,4.0,1
88,1.75,158.4,14.0,18.0,0
1848,3.365744680851064,4090.28,15.0,15.0,1
270,1.4975,287.7,14.0,19.0,1
311,0.9977272727272727,306.39,14.0,30.0,1
173,4.389285714285714,624.0,15.0,24.0,1
677,1.3582857142857143,530.11,15.542857142857143,21.4,0
1324,3.37452,2991.84,15.78,5.6,1
496,1.9126530612244899,310.93,15.0,11.0,0
57,4.72875,99.41,14.0,25.0,1
258,1.5159999999999998,304.56,10.0,9.0,0
457,2.1045454545454545,852.15,15.575757575757576,11.242424242424242,0
346,1.8817741935483872,401.78,13.0,17.0,1
192,1.2125,224.39999999999998,15.0,1.0,1
79,3.92,227.39,14.0,8.0,0
333,1.483684210526316,375.45,12.0,4.0,0
1040,2.08,1014.64,12.0,21.0,0
305,1.7935714285714286,384.49,15.0,11.0,0
375,1.772142857142857,494.25,10.0,15.0,0
170,4.665555555555555,323.1,11.0,5.0,0
124,3.2441666666666666,216.75,11.0,1.0,0
206,1.7753846153846153,214.92,9.0,16.0,1
183,3.038125,313.3,10.0,21.0,0
126,3.420666666666667,268.96999999999997,12.0,24.0,1
493,3.1531868131868133,1230.69,11.516483516483516,10.23076923076923,1
580,3.1711538461538464,871.2,11.0,24.0,1
252,3.281,543.48,11.0,8.0,1
31,7.333333333333333,211.0,11.0,15.0,0
445,3.7466666666666666,1329.47,11.71111111111111,12.88888888888889,0
224,1.7072222222222222,301.77,10.0,31.0,0
213,2.716086956521739,301.86,10.0,23.0,0
216,2.11125,347.6,15.0,5.0,0
390,1.1985714285714286,294.1,9.142857142857142,17.571428571428573,0
158,3.627962962962963,436.09,10.333333333333334,27.444444444444443,1
53,4.972222222222222,182.15,14.0,25.0,0
164,1.645625,109.33,11.0,27.0,1
776,2.8435714285714284,1361.52,12.857142857142858,20.0,0
2485,1.9662758620689655,3692.18,14.806896551724138,16.06896551724138,1
333,4.31452380952381,691.54,10.0,20.0,1
115,4.061538461538461,381.45000000000005,8.0,20.0,0
313,3.5843243243243244,627.27,14.0,17.0,0
540,3.5004878048780492,1316.41,12.195121951219512,8.0,1
111,3.7546666666666666,219.82000000000002,14.0,25.0,1
133,1.7416666666666665,141.12,15.0,11.0,0
59,2.55,104.65,14.0,17.0,1
210,2.345,409.76,15.0,22.0,0
176,2.46125,247.78,13.0,2.0,1
146,4.791428571428572,415.65999999999997,12.0,11.0,1
313,1.942962962962963,475.89,10.0,25.0,0
150,2.365,331.26,8.0,4.0,0
237,3.4646666666666666,680.74,12.0,15.0,0
150,3.7979999999999996,223.49999999999997,14.0,5.0,0
1390,2.6264285714285713,2361.76,14.60204081632653,13.326530612244898,1
282,1.8768,349.7,15.0,25.0,0
400,1.391,308.6,12.0,26.0,0
392,2.7045454545454546,957.0600000000001,14.0,7.0,0
322,2.1126666666666667,432.77,13.0,4.0,1
11,6.4225,63.910000000000004,12.0,3.0,1
199,2.2625806451612904,320.51,13.0,1.0,0
137,3.632608695652174,247.45000000000002,15.0,29.0,0
43,2.7375000000000003,118.2,16.0,28.0,1
138,3.5635,302.78000000000003,9.0,8.0,1
88,4.9750000000000005,311.2,10.0,7.0,0
362,2.192222222222222,493.86,12.0,3.0,1
751,1.5335185185185185,722.41,12.0,11.0,1
924,2.76,1588.44,12.8,14.466666666666667,1
687,2.7415151515151517,864.8900000000001,19.0,10.0,0
2,12.75,25.5,12.0,24.0,0
94,2.56625,165.88,15.0,7.0,0
218,1.5905,330.44,10.0,18.0,1
561,2.621785714285714,924.1700000000001,16.0,13.0,0
72,3.632857142857143,182.32,9.285714285714286,17.857142857142858,1
414,2.1596774193548387,597.22,11.225806451612904,9.741935483870968,0
445,1.7768421052631578,596.43,11.0,16.36842105263158,1
168,3.5290909090909093,405.68,12.0,19.0,0
235,5.592121212121212,617.25,14.515151515151516,7.333333333333333,1
204,2.3733333333333335,448.44000000000005,17.0,6.666666666666667,0
76,2.158,145.72,11.0,12.0,0
72,4.141818181818182,187.84,17.0,15.0,1
161,3.537,314.63,12.0,2.0,1
15,5.392857142857143,76.75,15.0,13.0,0
71,4.476,184.52,10.0,7.0,1
248,3.916315789473684,511.04,11.0,7.0,1
210,1.7655555555555555,303.94,10.0,11.0,0
191,3.0537500000000004,364.24,13.0,14.0,1
826,3.641384615384615,1695.21,15.0,6.0,0
24,7.871428571428572,122.6,14.0,23.0,0
376,3.27,782.63,12.553191489361701,5.425531914893617,1
190,3.2675,443.14,14.0,2.0,1
66,1.8733333333333333,112.46000000000001,10.0,19.0,0
64,2.3583333333333334,108.5,8.0,10.0,0
66,3.3006666666666664,172.69,14.0,25.0,1
118,2.5500000000000003,195.36,14.0,21.0,0
468,3.7020000000000004,913.61,14.4,8.6,0
590,2.478372093023256,805.68,11.0,28.0,1
336,1.764,569.12,12.0,6.0,0
418,3.1245,1067.33,12.0,4.0,0
61,4.945,112.32,15.0,28.0,0
202,4.450833333333333,411.02,9.0,23.0,0
1284,1.8373170731707316,1133.44,13.78048780487805,20.414634146341463,1
81,2.0707692307692307,143.13,12.0,16.0,1
223,1.6700000000000002,185.51,10.0,8.0,1
108,13.594444444444445,415.0,12.0,2.0,0
484,3.1530434782608694,955.51,18.0,28.0,0
114,1.8292307692307692,197.55,13.0,19.0,1
109,3.457333333333333,287.51,14.0,29.0,0
282,2.941607142857143,655.41,16.571428571428573,7.857142857142857,1
417,4.295454545454546,1162.95,15.0,28.0,0
240,2.35,416.3,14.0,29.0,0
35,1.798695652173913,60.17,14.0,11.0,0
83,6.58578947368421,383.48,9.105263157894736,20.736842105263158,1
260,1.5704761904761906,371.7,11.0,8.0,0
260,2.401875,401.49,15.0,9.0,0
74,3.722727272727273,221.10000000000002,9.0,19.0,1
401,4.007432432432433,798.46,13.135135135135135,8.91891891891892,0
365,3.15,672.4,13.363636363636363,14.272727272727273,1
502,1.9674285714285713,1004.5,14.6,11.8,1
120,4.396111111111111,307.46,15.0,20.0,0
216,2.8922727272727276,445.4,12.0,4.045454545454546,0
